id,name
4,Fighting
5,Shooter
7,Music
8,Platform
9,Puzzle
10,Racing
11,Real Time Strategy (RTS)
12,Role-playing (RPG)
13,Simulator
14,Sport
15,Strategy
16,Turn-based strategy (TBS)
24,Tactical
26,Quiz/Trivia
25,Hack and slash/Beat 'em up
30,Pinball
31,Adventure
33,Arcade
34,Visual Novel
32,Indie
35,Card & Board Game
36,MOBA
2,Point-and-click
