,game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,binned_developer,developer_RewindApp,developer_Ripknot Systems,developer_CAPCOM Co. Ltd.,developer_Kairosoft Co.Ltd,developer_Winged Cloud,developer_KOEI TECMO GAMES CO. LTD.,developer_Choice of Games,developer_EGAMER,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
17900,Escargot Kart,5.0,1.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17901,Meganoid,5.0,1.17,2017,1,8,1,Orangepixel,0,0,0,0,0,0,0,0,0,0,276
17902,Lost Legends: The Pharaoh's Tomb,5.0,1.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17903,Tiki Galore,5.0,1.6,2015,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17904,Vectonic,6.0,2.0,2017,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17905,The Great Story of a Mighty Hero - Remastered,5.0,1.14,2018,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17906,AceSpeeder3,7.0,2.67,2015,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17907,Gun Beat,6.0,2.0,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17908,Space Bit Attack,5.0,1.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17909,Mech Skeleton,6.0,2.25,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17910,Geoid,7.0,4.5,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17911,Bladeline VR,5.0,1.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17912,Diamond Deeps,5.0,1.67,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17913,Gooblins,7.0,3.33,2016,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17914,Infektor,7.0,3.67,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17915,The Nothing,7.0,3.67,2017,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17916,The Nothing,7.0,3.67,0,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17917,Twisted Sails,6.0,2.2,2018,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17918,Time Carnage,5.0,1.57,2018,1,5,1,Wales Interactive,0,0,0,0,0,0,0,0,0,0,404
17919,Bleeding Blocks,7.0,4.0,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17920,Castle Invasion: Throne Out,6.0,2.4,2016,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17921,Quip Anomaly,7.0,4.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17922,Super Shopper,7.0,12.0,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17923,Super Ninja Meow Cat,7.0,4.0,2019,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17924,SodaCity,7.0,3.25,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17925,Grass Max,6.0,2.8,2016,2,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17926,Zissi's Island,7.0,5.33,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17927,Evil Orbs,7.0,14.0,2016,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17928,I Hate Santa,7.0,3.5,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17929,Shoot Mania VR: Fun Zombies,5.0,1.4,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17930,Hangry Bunnies From Mars,7.0,3.5,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17931,Go Go Electric Samurai,6.0,2.14,2017,2,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17932,Inflatality,6.0,3.0,2017,1,4,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17933,Jera,5.0,2.0,2018,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17934,Viral EX,7.0,18.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17935,Felt Tip Circus,6.0,2.22,2016,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17936,Enoch: Underground,5.0,1.4,2018,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17937,Saint Hazel's Horsepital,7.0,4.4,2019,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17938,Rhythm Girl,7.0,4.4,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17939,Illuminascii,5.0,1.14,2015,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17940,Holo Impact : Prologue,7.0,6.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17941,Rescuties! VR,7.0,25.0,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17942,Fallen Bird,7.0,5.0,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17943,Call of Otechestvo Donbass,6.0,3.25,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17944,Super Flippin' Phones,7.0,3.71,2016,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17945,Chromadrome 2,7.0,5.4,2017,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17946,Link: The Unleashed Nexus,8.0,4.78,2015,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17947,Poggers,8.0,15.0,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17948,Grab Lab,6.0,2.25,2019,1,9,1,Digital Melody,0,0,0,0,0,0,0,0,0,0,98
17949,Operation: Cheek Clapper,6.0,2.25,0,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17950,Idle Space,5.0,1.88,2020,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17951,Xenogunner,7.0,23.0,2020,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17952,Taco Tom 2,7.0,7.5,2018,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17953,Chocolat Rush,6.0,2.43,0,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17954,Drawkanoid: Review Breaker,5.0,2.0,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17955,Bubble Burst,7.0,10.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17956,Extinction: Alien Invasion,5.0,0.71,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17957,Redneck Deer Huntin',4.0,0.5,1997,1,5,1,Xatrix Entertainment,0,0,0,0,0,0,0,0,0,0,413
17958,Call Me Skyfish,5.0,0.67,2017,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17959,Award. Room of fear,5.0,0.67,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17960,Horror Stories,5.0,0.86,2019,1,9,1,RandomSpin,0,0,0,0,0,0,0,0,0,0,298
17961,Umbra: Shadow of Death,5.0,1.0,2015,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17962,Codename: Phantom,6.0,2.0,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17963,Space Dragon,7.0,2.67,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17964,Brickfest,7.0,4.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17965,Hyper Void,7.0,10.0,2015,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17966,MegaRace 3,4.0,0.45,2002,1,10,1,Cryo Interactive,0,0,0,0,0,0,0,0,0,0,81
17967,Duckie Dash,7.0,3.67,2016,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17968,Just VR Slingshot Target Practice,7.0,5.5,2017,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17969,Fruit Attacks VR,7.0,12.0,2018,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17970,Zombie Bloxx,7.0,13.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17971,LooWarVR,7.0,7.0,2016,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17972,Pan-Dimensional Conga Combat,7.0,14.0,2018,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17973,Haxor,6.0,2.14,2019,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17974,MarksmanVR,7.0,4.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17975,RollerForce,6.0,2.33,2016,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17976,Voxel Shot VR,7.0,6.0,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17977,Aeve:Zero Gravity,4.0,0.35,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17978,Spartaga,7.0,20.5,2017,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17979,Farm Frenzy 2,8.0,27.5,2010,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17980,The Outer Worlds,8.0,5.25,2019,1,5,1,Obsidian Entertainment,0,0,0,0,0,0,0,0,0,0,271
17981,The Awesome Adventures of Captain Spirit,8.0,12.66,2018,1,31,1,DONTNOD Entertainment,0,0,0,0,0,0,0,0,0,0,86
17982,Ignite,5.0,1.35,2012,1,31,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17983,Ignite,5.0,1.35,2012,1,31,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17984,Motorcycle Club,4.0,0.41,2014,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17985,Race.a.bit,6.0,2.35,2016,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17986,Spectra,6.0,2.46,2015,1,7,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17987,Spectra,6.0,2.46,0,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17988,Poppy Kart,5.0,1.8,2015,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17989,CubeRun,6.0,2.33,2018,1,10,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17990,Mercury Race,6.0,2.8,2018,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17991,Super Sonic Racer,7.0,4.33,2018,1,10,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17992,Deadly Delivery,5.0,2.0,0,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17993,Marvel's Guardians of the Galaxy,8.0,17.92,2021,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17994,Laserlife,6.0,2.77,2015,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
17995,Jam Studio VR,6.0,2.75,2017,1,7,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
17996,Marvel vs. Capcom: Infinite,5.0,1.67,2017,1,4,1,Capcom,0,0,0,0,0,0,0,0,0,0,61
17997,NBA 2K22,5.0,1.39,2021,1,13,1,Visual Concepts,0,0,0,0,0,0,0,0,0,0,400
17998,S.T.A.L.K.E.R.: Shadow of Chernobyl,8.0,18.18,2007,1,5,1,GSC Game World,0,0,0,0,0,0,0,0,0,0,150
17999,S.T.A.L.K.E.R.: Clear Sky,8.0,6.2,2008,1,5,1,GSC Game World,0,0,0,0,0,0,0,0,0,0,150
18000,Sakura Space,6.0,3.32,2016,1,31,42,Winged Cloud,0,0,0,0,1,0,0,0,0,0,410
18001,Void Pyramid,8.0,20.83,2016,1,12,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18002,The Last Oricru,5.0,1.87,2022,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18003,Mahjong Pretty Girls Battle,5.0,1.71,2015,1,9,42,Zoo Corporation,0,0,0,0,0,0,0,0,0,0,422
18004,Daikatana,5.0,1.14,2000,1,5,1,empty string,0,0,0,0,0,0,0,0,0,0,429
18005,Kerbal Space Program,8.0,18.49,2015,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18006,Sonic Origins,5.0,1.78,2022,1,8,1,Sonic Team,0,0,0,0,0,0,0,0,0,0,350
18007,Macabre,5.0,1.23,0,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18008,Macabre,5.0,1.23,2015,1,12,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18009,Eskimo Bob: Starring Alfonzo,7.0,12.0,2017,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18010,Yakuza 6: The Song of Life,8.0,13.97,2016,1,12,1,Ryu Ga Gotoku Studio,0,0,0,0,0,0,0,0,0,0,320
18011,Earthlingo,8.0,22.83,2019,1,8,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18012,1943 Berlin Blitz,8.0,12.14,2018,1,32,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18013,Metamorphabet,8.0,16.83,2015,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18014,Flagsplosion,8.0,10.0,2017,1,26,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18015,Hiragana Pixel Party,5.0,1.78,2016,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18016,Just Cause 2,8.0,9.93,2010,1,5,1,Avalanche Studios,0,0,0,0,0,0,0,0,0,0,31
18017,Greetings,8.0,5.38,2017,1,32,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18018,Country Girl Keiko,6.0,3.07,2020,1,12,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18019,LocoCycle,6.0,3.85,2013,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18020,Up in the Air,7.0,4.14,2020,1,32,27,SMU Guildhall,0,0,0,0,0,0,0,0,0,0,324
18021,What Are You Stupid,7.0,4.75,2018,1,9,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18022,The Testament of Sherlock Holmes,6.0,3.6,2012,1,2,31,Frogwares,0,0,0,0,0,0,0,0,0,0,139
18023,Metro Exodus,8.0,8.14,2019,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18024,Wolfenstein II: The New Colossus,6.0,3.97,2017,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18025,Yakuza Kiwami 2,9.0,20.47,2017,1,12,1,Ryu Ga Gotoku Studio,0,0,0,0,0,0,0,0,0,0,320
18026,Yakuza 5 Remastered,8.0,9.39,2019,1,31,1,Ryu Ga Gotoku Studio,0,0,0,0,0,0,0,0,0,0,320
18027,Yakuza 4 Remastered,8.0,12.19,2019,1,12,1,Ryu Ga Gotoku Studio,0,0,0,0,0,0,0,0,0,0,320
18028,Assassin's Creed Valhalla,5.0,1.83,2020,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18029,Self-Checkout Unlimited,8.0,6.22,2020,1,31,31,Argent Games,0,0,0,0,0,0,0,0,0,0,25
18030,Elements: Soul of Fire,5.0,0.97,2015,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18031,Steel & Steam: Episode 1,4.0,0.46,2014,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18032,Miss Lisette's Assassin Maid,6.0,2.51,2019,1,12,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18033,Team Four Star RPG,8.0,4.12,2017,1,12,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18034,AI Escort,5.0,1.83,2017,1,12,44,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18035,Dragon Fantasy: The Black Tome of Ice,5.0,0.94,2015,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18036,Cage of the Succubi,5.0,1.7,0,1,12,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18037,Amora,7.0,6.0,2018,1,32,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18038,The Dungeon of Lulu Farea,8.0,8.58,2014,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18039,Hydroactive,4.0,0.3,2017,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18040,Snares of Ruin,7.0,8.2,2018,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18041,Amihailu in Dreamland,6.0,2.62,2016,1,31,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18042,Soma Spirits: Rebalance,7.0,45.0,2017,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18043,Kinkshamed,7.0,3.67,2018,1,12,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18044,Dungeon Quest,7.0,4.5,2022,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18045,Dungeon Quest,7.0,4.5,1985,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18046,Kane & Lynch 2: Dog Days,5.0,1.76,2010,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18047,Mini Ninjas,8.0,8.25,2009,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18048,Evolve Stage 2,5.0,2.31,2016,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18049,Dishonored,9.0,40.36,2012,1,9,1,Arkane Studios,0,0,0,0,0,0,0,0,0,0,26
18050,Alien: Isolation,8.0,13.17,2021,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18051,Alien: Isolation,8.0,13.17,2014,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18052,Quake,9.0,26.16,1998,1,5,1,id Software,0,0,0,0,0,0,0,0,0,0,430
18053,Quake,9.0,26.16,1996,1,5,1,id Software,0,0,0,0,0,0,0,0,0,0,430
18054,Quake,9.0,26.16,2021,1,5,1,id Software,0,0,0,0,0,0,0,0,0,0,430
18055,Ori and the Blind Forest,9.0,20.22,2015,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18056,Firefly Online Cortex,5.0,0.72,2015,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18057,Granado Espada,5.0,1.58,2007,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18058,Granado Espada,5.0,1.58,2007,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18059,Granado Espada,5.0,1.58,2007,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18060,Granado Espada,5.0,1.58,2007,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18061,Battlegrounds of Eldhelm,6.0,2.3,2014,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18062,RoboMatch,5.0,1.46,2017,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18063,Record of Lodoss War Online,5.0,1.02,2016,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18064,Remyadry,8.0,8.1,2017,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18065,VoiceActress,8.0,5.7,0,1,34,42,Dieselmine,0,0,0,0,0,0,0,0,0,0,97
18066,Paths Taken,6.0,3.17,2019,1,12,44,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18067,XXZ: XXL,8.0,3.9,2017,1,9,42,L. Stotch,0,0,0,0,0,0,0,0,0,0,204
18068,Mind Zero,5.0,0.79,2013,1,12,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18069,Dark Gates,5.0,0.65,2015,1,12,22,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18070,Celestian Tales: Realms Beyond,6.0,2.22,2018,1,12,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18071,Operation Babel: New Tokyo Legacy,6.0,3.5,2015,1,12,17,MAGES. Inc.,0,0,0,0,0,0,0,0,0,0,220
18072,Awakened,4.0,0.5,0,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18073,Wanderjahr,7.0,3.25,2016,1,11,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18074,Mad Princess: The Great Gladiators,7.0,12.0,2017,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18075,President Pig,6.0,2.0,2018,1,12,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18076,Persona 5 Royal,9.0,34.57,2019,1,12,1,ATLUS,0,0,0,0,0,0,0,0,0,0,10
18077,Yakuza: Like a Dragon,9.0,22.31,2020,1,12,1,Ryu Ga Gotoku Studio,0,0,0,0,0,0,0,0,0,0,320
18078,Eldest Souls,6.0,2.99,2021,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18079,Meet Your Maker,6.0,2.83,2023,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18080,Phucker in the Rome,8.0,7.0,2019,1,32,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18081,Coral Island,8.0,11.0,2022,1,12,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18082,Escape: VR,8.0,4.12,2017,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18083,The Paperman,5.0,2.28,2019,1,9,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18084,VirtualCast,6.0,3.27,2018,1,13,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18085,Glyph VR,8.0,3.82,2019,1,8,17,Bolverk Games,0,0,0,0,0,0,0,0,0,0,50
18086,Quanero 2 - System Release,7.0,7.0,2020,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18087,President Erect VR,6.0,3.44,2016,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18088,The Visitor,6.0,3.06,2007,1,2,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18089,The Visitor,6.0,3.06,2013,1,31,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18090,The Visitor,6.0,3.06,2011,1,2,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18091,The Visitor,6.0,3.06,2007,1,2,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18092,The Visitor,6.0,3.06,2013,1,31,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18093,The Visitor,6.0,3.06,2011,1,2,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18094,Apex,6.0,2.75,2003,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18095,Time,5.0,1.5,1989,1,2,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18096,Echoes in White,5.0,0.86,2018,1,7,32,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18097,Symphony of the Machine,7.0,2.67,2017,1,9,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18098,Life is Strange: Before the Storm,8.0,13.73,2017,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18099,Disney Dreamlight Valley,8.0,15.55,2022,1,12,1,Gameloft,0,0,0,0,0,0,0,0,0,0,153
18100,England Exchange,5.0,1.19,2017,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18101,Unmoor,6.0,3.16,2018,1,31,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18102,Minecraft Dungeons,8.0,10.67,2020,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18103,Wolfenstein: The New Order,8.0,10.21,2014,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18104,Iron Brigade,8.0,5.43,2011,1,5,1,Double Fine Productions,0,0,0,0,0,0,0,0,0,0,106
18105,Starlight,5.0,1.55,2016,1,32,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18106,Deez,8.0,4.82,2019,1,32,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18107,Clicker Guild,5.0,1.18,2016,1,15,22,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18108,Scorch,8.0,4.4,2017,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18109,Hero Plus,5.0,1.28,2018,2,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18110,Palinurus,8.0,20.42,2016,1,34,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18111,ByLo,5.0,1.21,2019,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18112,Mahjong Pretty Manga Girls,5.0,0.95,2018,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18113,Psycho Boys,7.0,6.0,2019,3,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18114,The Far Rings: A Space Opera Visual Novella,8.0,4.46,2019,1,32,44,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18115,Bookend,7.0,5.0,2019,1,2,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18116,MapleStory,5.0,2.23,2003,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18117,Japanese School Life,8.0,4.41,2016,1,32,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18118,Getaway Island,5.0,2.12,2017,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18119,Triple Otakus Puzzle,4.0,0.51,2017,1,32,42,Tero Lunkka,0,0,0,0,0,0,0,0,0,1,378
18120,Ecchi Sketch: Draw Cute Girls Every Day!,8.0,5.08,2017,1,31,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18121,Lonely Yuri,8.0,12.3,2011,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18122,Kamasutra Connect : Sexy Hentai Girls,5.0,1.76,2018,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
18123,Ecchi Cards,5.0,1.1,2018,1,32,42,Racing Bros,0,0,0,0,0,0,0,0,0,0,294
18124,美少女夏日欢乐!,7.0,3.9,2018,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18125,Norilsk,4.0,0.44,2018,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18126,Memento of Spring,7.0,8.5,2018,1,31,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18127,Oakwood Academy of Spells and Sorcery,7.0,6.17,2018,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18128,2236 A.D.,8.0,8.0,2015,1,32,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18129,Days Gone,8.0,12.76,2019,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18130,Sleeping Dogs: Definitive Edition,8.0,12.88,2014,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
18131,Borderlands 3,8.0,5.56,2019,1,5,1,Gearbox Software,0,0,0,0,0,0,0,0,0,0,157
